input,ingredient_name
Pinch saffron,saffron
10 to 12 blanched almonds,almonds
2 tablespoons water,water
Salt and freshly ground pepper to taste,Salt pepper
4 cups chicken broth,chicken
"1 1/2 pounds Jerusalem artichokes (also known as California sunchokes), peeled",Jerusalem artichokes
"1 clove garlic, minced",garlic
2 tablespoons extra-virgin olive oil,olive oil
"2 medium onions, peeled and diced in 1/2-inch pieces",onions
1 tablespoon vegetable oil and oil for frying,vegetable oil oil
1/2 cup matzoh meal,matzoh meal
2 large eggs,eggs
2 tablespoons chopped dill,dill
2 tablespoons chopped parsley,parsley
"1 onion, peeled and diced",onion
6 zucchini (3 pounds),zucchini
Salt and freshly ground pepper to taste,Salt pepper
4 tablespoons unsalted butter,butter
Coarse salt and freshly ground pepper to taste,Coarse salt pepper
"6 medium white turnips, peeled and quartered",turnips
"3 pounds potatoes, peeled",potatoes
2 tablespoons safflower oil,safflower oil
4 tablespoons unsalted butter,butter
12 juniper berries,juniper berries
1 cup water or chicken stock,water
4 tablespoons chopped chervil or parsley,chervil
8 heads radicchio (about 2 1/2 pounds),radicchio
Coarse salt and freshly ground pepper,Coarse salt pepper
2 1/2 cups chicken stock (preferably homemade),chicken
5 tablespoons unsalted butter,butter
3 tablespoons peanut or vegetable oil,oil
20 endive,endive
4 medium leeks,leeks
1 cup confectioners' sugar for dusting,confectioners' sugar
3 1/2 cups all-purpose flour,flour
1/2 cup finely chopped walnuts (optional),walnuts
2 teaspoons baking powder, 
4 teaspoons confectioners' sugar,confectioners' sugar
1 large egg,egg
1 teaspoon vanilla extract,vanilla
1 pound unsalted butter,butter
1/8 teaspoon kosher salt,salt
1/2 cup all-purpose flour,flour
1/2 cup finely chopped almonds,almonds
4 tablespoons unsalted butter,butter
1/3 cup firmly packed light brown sugar,sugar
1/3 cup light corn syrup,corn syrup
1 1/2 cups finely grated unsweetened coconut,coconut
4 ounces unsweetened chocolate,chocolate
2/3 cup sugar,sugar
2 large egg whites,egg
Freshly ground black pepper to taste,black pepper
1/8 teaspoon salt,salt
1/8 teaspoon hot red pepper flakes or more to taste,pepper flakes
2 sprigs fresh oregano to yield 1 tablespoon chopped,oregano
1/4 cup dry red wine,wine
"3 cups canned plum tomatoes, drained",plum tomatoes
"8 ounces whole yellow or red bell pepper or 7 ounces chopped, ready-cut pepper (1 1/2 cups)",pepper
8 ounces extra-lean ground beef,beef
2 large cloves garlic,garlic
1 teaspoon olive oil,olive oil
1 pound eggplant,eggplant
Nonstick cooking spray,Nonstick spray
"12 ounces whole onion or 11 ounces chopped, ready-cut onion (2 1/4 to 2 1/2 cups)",onion
4 tablespoons grated Parmesan cheese,Parmesan cheese
Freshly ground black pepper to taste,black pepper
2 tablespoons olive oil,olive oil
"2 garlic cloves, peeled",garlic
1 loaf French bread,bread
1/2 cup chopped parsley or basil,"parsley,"
"1 pound mussels, well scrubbed with beards removed",mussels
Salt and freshly ground pepper to taste,Salt pepper
"2 sprigs fresh thyme, or 1 teaspoon dried",thyme
1 bay leaf,bay
6 cups water,water
1 cup dry white wine,wine
"6 ripe plum tomatoes, cored and cut into half-inch cubes",plum tomatoes
"1 jalapeno pepper, cored, seeded and finely chopped",jalapeno pepper
1 teaspoon saffron threads or turmeric,saffron threads
1/2 cup finely chopped fennel,"fennel,"
1/2 cup finely chopped celery,"celery,"
1 tablespoon finely chopped garlic,"garlic,"
1 1/2 cups finely chopped onions,"onions,"
2 tablespoons olive oil,olive oil
1 pound sea or bay scallops,"scallops, sea bay"
"1 pound skinless, boneless monkfish fillets",monkfish fillets
2 tablespoons unsalted butter,butter
Pastry for a two-crust 9-inch pie,pastry
1/4 teaspoon ground cloves,cloves
1/4 teaspoon nutmeg,nutmeg
1/2 teaspoon ground ginger,ginger
2 tablespoons fresh lemon juice,lemon
3 tablespoons flour,flour
1 cup light-brown sugar,light sugar
2/3 cup raisins,raisins
"5 cups pumpkin or winter squash, peeled and cut in 1-inch cubes",pumpkin
"1 cup heavy cream, chilled (optional)","cream, chilled"
2 cups pecan halves,pecan
Pinch of salt,salt
"2 1/2 tablespoons unsalted butter, melted and cooled","butter, cooled"
1/3 cup granulated sugar,granulated sugar
1/3 cup packed light-brown sugar,lightbrown sugar
1 teaspoon vanilla extract,vanilla
1 cup light corn syrup,light corn syrup
3 large eggs,eggs
Pastry for a 9-inch pie shell,Pastry 9inch pie shell
2 teaspoons olive oil,olive oil
2 teaspoons lime juice,lime
2 teaspoons anchovy paste,anchovy
2 teaspoons balsamic vinegar,balsamic vinegar
3 pounds whole cauliflower or 1 1/2 pounds ready-cut cauliflower florets (7 to 8 cups),"cauliflower,"
1/8 teaspoon salt,salt
Freshly ground black pepper,black pepper
1 cup dry red wine,wine
1 1/2 cups frozen baby lima beans,lima beans
2 cups no-salt-added crushed tomatoes,nosaltadded tomatoes
1/8 to 1/4 teaspoon hot pepper flakes,pepper flakes
9 ounces small new potatoes,new potatoes
8 ounces lean lamb,lamb
1 large clove garlic,garlic
2 teaspoons canola oil,canola oil
12 ounces whole onion or 11 ounces chopped ready-cut onion (2 1/4 to 2 3/4 cups),onion
Lemon wedges or lemon halves,Lemon wedges
Freshly ground pepper to taste,pepper
"Salt to taste, if desired",Salt
1 cup flour,flour
"6 cups corn, peanut or vegetable oil",oil
1 1/2 pounds linguine,linguine
"10 whiting, about 1 1/2 pounds",whiting
4 quarts water,water
1/4 cup Italian brandy,brandy
"3 live lobsters, about 2 pounds each",live lobsters
2 tablespoons finely chopped fresh basil or half that amount dried,basil
1 tablespoon dried oregano,oregano
Freshly ground pepper to taste,pepper
1 teaspoon dried hot red pepper flakes,pepper flakes
"Salt to taste, if desired",Salt
7 cups crushed tomatoes,tomatoes
2 tablespoons finely chopped parsley,parsley
1 tablespoon finely minced garlic,garlic
"1 cup finely chopped sweet pepper, preferably red",pepper
1/2 cup olive oil,olive oil
2 to 3 small to medium-size leeks,mediumsize leeks
"Steamed mussels for garnish, optional (see mussel recipe)",steamed mussels
Freshly ground pepper to taste,pepper
"Salt to taste, if desired",Salt
2 tablespoons olive oil,olive oil
1/3 cup dry white wine,wine
"1 tablespoon rosemary leaves, finely chopped",rosemary leaves
1 tablespoon finely minced garlic,garlic
2 tablespoons finely chopped Italian parsley,italian parsley
Freshly ground pepper to taste,pepper
"1 1/2 pounds skinless, boneless monkfish fillets, or another firm-fleshed, nonoily white fish like black bass or cod",monkfish fillets
"Salt to taste, if desired",Salt
1 tablespoon dried oregano,oregano
3/4 cup dry white wine,wine
1 teaspoon dried hot red pepper flakes,pepper flakes
1 tablespoon finely minced garlic,garlic
3 tablespoons finely chopped fresh basil or half that amount dried,basil
1/4 cup finely chopped Italian parsley,parsley
1/4 cup olive oil,olive oil
1/2 cup finely chopped scallions,scallions
"5 pounds mussels, well-scrubbed",mussels
1/4 cup freshly squeezed lemon juice,lemon
1 cup olive oil,olive oil
1 teaspoon finely minced garlic,garlic
2 tablespoons finely chopped Italian parsley,parsley
"16 bottled artichoke bottoms, packed in oil",artichoke bottoms
"24 medium-size shrimp, about 1 pound",shrimp
Freshly ground pepper to taste,pepper
Salt to taste,Salt
1 cup flour,flour
"6 cups corn, peanut or vegetable oil",oil
1 pound whiting,whiting
Freshly ground pepper to taste,pepper
"Salt to taste, if desired",Salt
1 teaspoon dried oregano,oregano
1 tablespoon finely chopped Italian parsley,parsley
1 teaspoon finely minced garlic,garlic
1 cup fine fresh bread crumbs,bread crumbs
24 littleneck clams,littleneck clams
2/3 cup heavy cream,cream
2 tablespoons chopped toasted almonds or pecans,almonds
3 tablespoons unsalted butter,butter
3 tablespoons sugar,sugar
3 large ripe Comice pears,Comice pears
1/2 cup heavy cream,cream
3 tablespoons hot espresso,espresso
4 tablespoons water,water
1/2 cup sugar,sugar
5 large egg yolks,egg
2 1/4 cups half-and-half,halfandhalf
1 cup sugar,sugar
2 to 3 tablespoons clarified butter,butter
3 large bay leaves (more if necessary),bay leaves
2 tablespoons heavy cream,cream
Salt and freshly ground black pepper to taste,Salt black pepper
1/4 cup medium-dry sherry,sherry
"2 tablespoons brandy, Cognac or Armagnac, approximately",brandy
1/4 teaspoon crumbled dried thyme,thyme
1 pound chicken livers,chicken livers
"1/2 clove garlic, peeled and flattened with knife blade",garlic
1 cup finely minced onion,onion
1/2 pound unsalted butter,butter
2 ounces (4 tablespoons) Armagnac,Armagnac
4 ounces clarified butter or rendered chicken fat,butter
1 teaspoon freshly ground white pepper,pepper
1 tablespoon chopped parsley,parsley
"1/4 teaspoon or more quatre epices, made from 10 ground cloves, 1 ground cinnamon stick, 2/3 teaspoon ground ginger and 3/4 teaspoon freshly grated nutmeg",epices
"4 shallots, finely chopped",shallots
"2 cloves garlic, peeled and finely chopped",garlic
"4 eggs, lightly beaten",eggs
2 tablespoons heavy cream,cream
"10 or more dashes freshly ground black pepper, or to taste",black pepper
"2 1/2 teaspoons salt, or to taste",salt
"Herb bouquet (13 sprigs parsley, 2 sprigs thyme, 1 bay leaf and 1 leaf of fresh celery tied in cheesecloth)",Herb bouquet
2 cups water,water
"1 medium-size tomato, coarsely chopped",tomato
"1 medium-size onion, peeled and coarsely chopped",onion
"1 medium-size turnip, peeled and coarsely chopped",turnip
"1 medium-size carrot, scraped and coarsely chopped",carrot
8 ounces pork liver,pork liver
"1 duckling, 4 1/2 pounds",duckling
"8 to 10 large red or green chard leaves, parboiled 2 minutes, until limp",chard leaves
1/4 teaspoon cayenne pepper,cayenne pepper
3 teaspoons salt,salt
1 1/2 teaspoons black pepper,black pepper
1/2 teaspoon finely ground dried thyme,thyme
1/2 teaspoon finely ground dried oregano,oregano
1/2 teaspoon finely ground bay leaf,bay
1/2 teaspoon finely ground allspice,allspice
"1/3 cup shelled pistachio nuts, parboiled 1 minute, skins removed",pistachio nuts
2 tablespoons chopped fresh parsley,parsley
"4 cloves garlic (1 ounce), peeled and pounded in a mortar",garlic
1/2 cup dry white wine,wine
1 cup white bread crumbs,bread crumbs
1 tablespoon olive oil,olive oil
"4 shallots (4 ounces), finely diced",shallots
"7 ounces fresh pork liver, trimmed of all veins",pork liver
2 1/2 pounds pork shoulder,pork shoulder
8 ounces fresh pork fatback,pork
Freshly ground black pepper to taste,black pepper
Kosher salt to taste,Kosher salt
2 cups strong veal stock,veal
"2 tablespoons unsalted butter, cut into 1/4-inch cubes",butter
2 whole Treviso or Chioggia radicchio,Treviso
Grated Parmesan cheese,Parmesan cheese
2 teaspoons fruity olive oil,olive oil
2 teaspoons shredded fresh basil leaves,basil leaves
"1 medium-size potato, peeled and cut into 1/2-inch chunks, cooked in boiling salted water until almost done",potato
Freshly ground black pepper to taste,black pepper
Kosher salt to taste,Kosher salt
"2 1/2 cups liquid (veal stock, chicken stock, cooking liquid from other radicchio recipes or a combination of these)",liquid
2 1/2 cups water,water
2 heads radicchio,radicchio
"1/4 pound pink beans, preferably Spanish habichuelas rosadas",pink beans
8 very thin slices of prosciutto,prosciutto
4 tablespoons freshly grated Parmesan cheese,Parmesan cheese
Freshly ground black pepper to taste,black pepper
"1 teaspoon kosher salt, or to taste",kosher salt
1 1/2 cups milk,milk
2 tablespoons flour,flour
"2 tablespoons unsalted butter, plus butter to coat baking dish",butter
"2 heads Chioggia or Treviso radicchio halved lengthwise, or Verona radicchio cut into 2-inch-wide wedges",Chioggia
Kosher salt to taste,Kosher salt
Olive oil,Olive oil
"1 head Treviso, Chioggia or Verona radicchio",Treviso
4 to 6 tablespoons heavy cream,cream
1/4 to 1/2 cup chicken broth,chicken
16 roasted and peeled piquillo peppers,piquillo peppers
"2 plum tomatoes, cored, seeded and diced",plum tomatoes
1/2 cup chopped onion,onion
2 tablespoons olive oil,olive oil
Salt,Salt
3/4 cup peanut oil,peanut oil
1 teaspoon mustard,mustard
1 teaspoon lemon juice or to taste,lemon
"2 cloves garlic, minced",garlic
1 egg yolk,egg
"3 white potatoes, peeled and sliced",potatoes
"1 pound salt cod, soaked overnight, rinsed 2 or 3 times",salt cod
1 ounce white chocolate shavings for garnish (optional),chocolate
Minced crystallized ginger for garnish (optional),ginger
"5 ounces finely chopped white chocolate, melted and tepid",chocolate
2 large egg yolks,egg yolks
"1/4 cup fresh peeled, grated ginger (about 2 ounces)",ginger
1/4 cup sugar,sugar
1 cup milk,milk
1 cup heavy (whipping) cream,cream
"Mint leaves, for garnish",Mint leaves
1 pint fresh raspberries,raspberries
"1/4 cup red-currant jelly, warm",redcurrant jelly
"8 ounces white chocolate, finely chopped",chocolate
1 tablespoon vegetable shortening,vegetable shortening
"4 ounces unsalted butter, diced",butter
"1/2 cup raspberry jam, warm (optional)",raspberry jam
"1 8-inch layer of plain white cake, pound or sponge",cake
"Cocoa powder, for dusting",Cocoa
2 tablespoons raspberry eau de vie (or use kirsch or Grand Marnier),raspberry eau de vie
6 tablespoons cold heavy cream,cream
"4 tablespoons unsalted butter, diced",butter
"12 ounces white chocolate, finely chopped",chocolate
1 tablespoon cilantro leaves,cilantro leaves
"1 teaspoon Sichuan peppercorns (sold in Chinese groceries), ground in a mortar",Sichuan peppercorns
2 teaspoons sugar,sugar
1 tablespoon soy sauce (preferably thin),soy
1 tablespoon rice wine or dry sherry,rice wine
1 1/2 tablespoons chili paste with soybeans (sold in Chinese groceries),chili
1 tablespoon finely chopped fresh ginger,ginger
2 tablespoons finely chopped garlic,garlic
3 tablespoons peanut oil,peanut oil
1 tablespoon salt,salt
6 slices fresh ginger 1/4 inch thick,ginger
"12 scallions, trimmed",scallions
"2 pounds pork belly (fresh unsmoked bacon), in one piece",pork belly
"1 scallion, white part only, trimmed and cut in thin slivers",scallion
1/2 teaspoon red pepper flakes,pepper flakes
"2 teaspoons chili paste with soybeans (sold in Chinese groceries), or to taste",chili
2 tablespoons soy sauce,soy
1/2 cup chicken stock,chicken
"1 leek, white part only, coarsely chopped",leek
6 cups Napa cabbage in 2-inch pieces,Napa cabbage
"2 cloves garlic, minced",garlic
2 tablespoons minced fresh ginger,ginger
2 cups peanut oil,peanut oil
1 tablespoon Sichuan peppercorns (sold in Chinese groceries),Sichuan peppercorns
"1 pound skinless tilapia or gray sole fillets, cut in 2-inch squares",tilapia fillets
Salt,Salt
1 teaspoon sugar,sugar
2 tablespoons cornstarch,cornstarch
"1 egg white, beaten",egg
Confectioners' sugar,Confectioners' sugar
10 ounces marrons glaces or chestnuts in syrup,marrons glaces
"1 tablespoon instant espresso or instant coffee, dissolved in 1 tablespoon lukewarm water",espresso
"8 ounces (2 sticks) unsalted butter, at room temperature and cut into roughly half-inch cubes",butter
1/4 cup water,water
1/3 cup sugar,sugar
5 yolks from extra-large eggs,eggs
2 tablespoons melted unsalted butter,butter
Pinch of salt,salt
"1/4 cup sugar, plus 1/3 cup",sugar
"6 extra-large eggs, separated, plus one egg white (total of 7 whites)",eggs
1 cup (nearly 3 ounces) hazelnuts,hazelnuts
"3/4 cup flour, sifted, plus enough for flouring pan",flour
Butter for greasing pan,Butter
Pinch of salt,salt
1 to 2 tablespoons Cognac (optional),Cognac
1 teaspoon vanilla,vanilla
3/4 cup sugar,sugar
"10 eggs, separated",eggs
1 cup heavy cream,cream
1/2 cup espresso or strong brewed coffee,espresso
14 ounces bittersweet chocolate,chocolate
1/2 teaspoon ground cinnamon,cinnamon
2 cups heavy cream,cream
3/4 cup sugar,sugar
5 egg yolks,egg
3 eggs,eggs
Grated zest of two oranges (do not cut into bitter white rind),oranges
1/2 cup milk,milk
5 cinnamon sticks,cinnamon sticks
"8 large dates, approximately 1/2 pound",dates
1 cup sugar,sugar
1 cup water,water
1/4 cup Cognac,Cognac
Salt and freshly ground black pepper to taste,Salt black pepper
"2 racks of lamb, each about 1 1/4 to 1 1/2 pounds",lamb
1 scant tablespoon chopped parsley,parsley
3/4 cup heavy cream,cream
1 ounce Madeira,Madeira
2 tablespoons butter,butter
"1/2 pound fresh chanterelles, wiped clean, trimmed and sliced","chanterelles, wiped clean,"
All-purpose flour,allpurpose flour
Salt and freshly ground black pepper,salt black pepper
"8 1/2-inch-thick slices boned veal loin, carefully trimmed","1/2inchthick boned veal loin, carefully"
4 1/2 cups white rice cooked in salted water,rice
